state	year	county	precinct	cd	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"AR"	2000	"Sebastian County"	"2-A"	3	197	66	276			
"AR"	2000	"Sebastian County"	"2-C"	3	219	160	389			
"AR"	2000	"Sebastian County"	"2-D"	3	277	186	480			
"AR"	2000	"Sebastian County"	"2-E"	3	315	259	594			
"AR"	2000	"Sebastian County"	"2-F"	3	187	32	224			
"AR"	2000	"Sebastian County"	"3-A"	3	111	140	263			
"AR"	2000	"Sebastian County"	"3-C"	3	227	334	585			
"AR"	2000	"Sebastian County"	"3-E"	3	237	403	658			
"AR"	2000	"Sebastian County"	"3-F"	3	73	96	173			
"AR"	2000	"Sebastian County"	"3-G"	3	282	411	718			
"AR"	2000	"Sebastian County"	"3-H"	3	372	563	955			
"AR"	2000	"Sebastian County"	"3-I"	3	428	937	1389			
"AR"	2000	"Sebastian County"	"3-L"	3	0	0	0			
"AR"	2000	"Sebastian County"	"4-C"	3	68	81	158			
"AR"	2000	"Sebastian County"	"4-F"	3	576	1145	1756			
"AR"	2000	"Sebastian County"	"4-G"	3	250	280	538			
"AR"	2000	"Sebastian County"	"4-H"	3	212	379	605			
"AR"	2000	"Sebastian County"	"4-J"	3	145	312	463			
"AR"	2000	"Sebastian County"	"4-M"	3	211	416	637			
"AR"	2000	"Sebastian County"	"9-A"	3	152	306	468			
"AR"	2000	"Sebastian County"	"9-B"	3	99	105	211			
"AR"	2000	"Sebastian County"	"9-C"	3	129	307	451			
"AR"	2000	"Sebastian County"	"9-C1"	3	167	309	494			
"AR"	2000	"Sebastian County"	"9-D"	3	105	209	321			
"AR"	2000	"Sebastian County"	"9-E"	3	98	247	356			
"AR"	2000	"Sebastian County"	"9-E1"	3	105	277	394			
"AR"	2000	"Sebastian County"	"9-E2 & 9-E3"	3	238	687	958			
"AR"	2000	"Sebastian County"	"9-F"	3	107	219	336			
"AR"	2000	"Sebastian County"	"9-F1"	3	85	127	219			
"AR"	2000	"Sebastian County"	"9-G"	3	96	154	258			
"AR"	2000	"Sebastian County"	"9-H"	3	64	73	144			
"AR"	2000	"Sebastian County"	"9-H1"	3	112	93	219			
"AR"	2000	"Sebastian County"	"9-I1"	3	77	91	170			
"AR"	2000	"Sebastian County"	"9-I2"	3	123	143	278			
"AR"	2000	"Sebastian County"	"9-J"	3	31	78	118			
"AR"	2000	"Sebastian County"	"9-K"	3	49	47	101			
"AR"	2000	"Sebastian County"	"9-L"	3	19	29	49			
"AR"	2000	"Sebastian County"	"9-M"	3	37	63	102			
"AR"	2000	"Sebastian County"	"9-N"	3	255	544	818			
"AR"	2000	"Sebastian County"	"9-N1, 9-N2, 9-N3"	3	88	89	184			
"AR"	2000	"Sebastian County"	"9-N4"	3	37	51	89			
"AR"	2000	"Sebastian County"	"9-O"	3	111	157	285			
"AR"	2000	"Sebastian County"	"9-P1"	3	72	111	192			
"AR"	2000	"Sebastian County"	"9-P2"	3	96	178	283			
"AR"	2000	"Sebastian County"	"9-P3"	3	158	211	373			
"AR"	2000	"Sebastian County"	"9-P4"	3	113	121	238			
"AR"	2000	"Sebastian County"	"9-Q"	3	104	191	308			
"AR"	2000	"Sebastian County"	"9-R"	3	122	145	281			
"AR"	2000	"Sebastian County"	"9-S"	3	75	145	228			
"AR"	2000	"Sebastian County"	"9-S1"	3	79	140	226			
"AR"	2000	"Sebastian County"	"9-T"	3	52	96	152			
"AR"	2000	"Sebastian County"	"9-U"	3	75	136	216			
"AR"	2000	"Sebastian County"	"9-V1"	3	25	22	47			
"AR"	2000	"Sebastian County"	"9-V2"	3	28	71	101			
"AR"	2000	"Sebastian County"	"9-V3"	3	28	55	84			
"AR"	2000	"Sebastian County"	"Overseas Absentees"	3	4	2	6			
"AR"	2000	"Sebastian County"	"2-G"	3	62	33	96			
"AR"	2000	"Sebastian County"	"2-H"	3	72	52	130			
"AR"	2000	"Sebastian County"	"1-N"	3	97	106	211			
"AR"	2000	"Sebastian County"	"4-B"	3	122	244	376			
"AR"	2000	"Sebastian County"	"4-A"	3	177	170	370			
"AR"	2000	"Sebastian County"	"3-K"	3	31	33	66			
"AR"	2000	"Sebastian County"	"1-B"	3	69	58	133			
"AR"	2000	"Sebastian County"	"1-I"	3	164	167	344			
"AR"	2000	"Sebastian County"	"1-K"	3	10	10	20			
"AR"	2000	"Sebastian County"	"2-B"	3	154	66	224			
"AR"	2000	"Sebastian County"	"2-I"	3	113	94	217			
"AR"	2000	"Sebastian County"	"3-B"	3	65	102	173			
"AR"	2000	"Sebastian County"	"3-D"	3	140	141	291			
"AR"	2000	"Sebastian County"	"3-O"	3	14	96	110			
"AR"	2000	"Sebastian County"	"4-D"	3	203	281	506			
"AR"	2000	"Sebastian County"	"9-K1"	3	51	83	137			
"AR"	2000	"Sevier County"	"Early & Absentee"	4	319	310	638	327	305	632
"AR"	2000	"Sevier County"	"Bear Creek 1"	4	162	204	370	171	198	369
"AR"	2000	"Sevier County"	"Bear Creek 2 & Saline 1"	4	68	80	152	77	74	151
"AR"	2000	"Sevier County"	"Ben Lomond"	4	37	29	72	44	29	73
"AR"	2000	"Sevier County"	"Clear Creek 2, Clear Creek 5 - Buckhorn"	4	323	228	561	330	224	554
"AR"	2000	"Sevier County"	"Clear Creek 4"	4	54	81	139	74	65	139
"AR"	2000	"Sevier County"	"De Queen 1-A"	4	88	68	160	93	68	161
"AR"	2000	"Sevier County"	"De Queen 1-B"	4	199	198	403	200	203	403
"AR"	2000	"Sevier County"	"De Queen 2-A/2-B"	4	169	90	263	174	88	262
"AR"	2000	"Sevier County"	"De Queen 3"	4	108	92	205	118	87	205
"AR"	2000	"Sevier County"	"Jefferson"	4	24	23	51	28	24	52
"AR"	2000	"Sevier County"	"Mineral 1 & 3, Mineral 2 - Millcreek"	4	115	154	273	121	151	272
"AR"	2000	"Sevier County"	"Monroe 1 & 2"	4	119	138	268	135	132	267
"AR"	2000	"Sevier County"	"Paraclifta"	4	56	69	129	65	64	129
"AR"	2000	"Sevier County"	"Red Colony 1 & 2, Red Colony 3"	4	151	262	416	189	237	426
"AR"	2000	"Sevier County"	"Saline 2"	4	20	34	57	25	32	57
"AR"	2000	"Sevier County"	"Washington 1 & 2"	4	83	51	136	87	53	140
"AR"	2000	"Sevier County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Sharp County"	"Early & Absentee"	1	663	782	1491	722	767	1499
"AR"	2000	"Sharp County"	"Big Creek"	1	40	54	96	49	49	98
"AR"	2000	"Sharp County"	"Cave"	1	318	433	771	380	401	781
"AR"	2000	"Sharp County"	"Cherokee"	1	644	710	1393	599	799	1398
"AR"	2000	"Sharp County"	"Davidson"	1	30	47	78	35	40	75
"AR"	2000	"Sharp County"	"East Sullivan"	1	52	70	123	54	71	125
"AR"	2000	"Sharp County"	"Hardy"	1	214	205	429	223	204	427
"AR"	2000	"Sharp County"	"Highland"	1	169	250	432	190	242	432
"AR"	2000	"Sharp County"	"Jackson"	1	75	45	125	76	50	126
"AR"	2000	"Sharp County"	"Lave Creek"	1	42	73	115	51	66	117
"AR"	2000	"Sharp County"	"Lower North"	1	62	60	132	61	68	129
"AR"	2000	"Sharp County"	"Morgan"	1	38	28	67	39	28	67
"AR"	2000	"Sharp County"	"North Big Rock"	1	39	44	85	45	39	84
"AR"	2000	"Sharp County"	"North Lebanon"	1	12	10	22	10	12	22
"AR"	2000	"Sharp County"	"North Union"	1	37	31	73	38	33	71
"AR"	2000	"Sharp County"	"Ozark"	1	117	102	222	105	115	220
"AR"	2000	"Sharp County"	"Piney Fork"	1	157	174	338	181	158	339
"AR"	2000	"Sharp County"	"Richwood"	1	240	208	458	265	196	461
"AR"	2000	"Sharp County"	"Scott"	1	47	83	134	58	75	133
"AR"	2000	"Sharp County"	"South Big Rock"	1	26	30	57	30	27	57
"AR"	2000	"Sharp County"	"South Lebanon"	1	29	12	41	32	7	39
"AR"	2000	"Sharp County"	"South Union"	1	45	23	68	43	25	68
"AR"	2000	"Sharp County"	"Strawberry"	1	25	37	65	31	35	66
"AR"	2000	"Sharp County"	"Upper North"	1	38	55	100	42	55	97
"AR"	2000	"Sharp County"	"Washington"	1	27	37	64	35	32	67
"AR"	2000	"Sharp County"	"West Sullivan"	1	50	95	147	71	74	145
"AR"	2000	"Sharp County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"Stone County"	"EARLY & ABSENTEE"	1	455	487	980	527	426	956
"AR"	2000	"Stone County"	"ARBANA"	1	72	111	192	91	101	192
"AR"	2000	"Stone County"	"WARD 1"	1	115	216	346	174	163	337
"AR"	2000	"Stone County"	"WARD 2"	1	112	130	249	138	98	236
"AR"	2000	"Stone County"	"WARD 3"	1	115	128	251	136	109	245
"AR"	2000	"Stone County"	"EAST-OUT"	1	45	47	97	63	35	98
"AR"	2000	"Stone County"	"WEST OUT"	1	53	65	118	69	46	115
"AR"	2000	"Stone County"	"BRYAN"	1	30	29	64	37	26	63
"AR"	2000	"Stone County"	"FARRIS"	1	43	102	151	96	46	142
"AR"	2000	"Stone County"	"FIFTY-SIX"	1	40	37	80	52	24	76
"AR"	2000	"Stone County"	"FLAG"	1	18	22	50	28	21	49
"AR"	2000	"Stone County"	"FRANKLIN"	1	79	73	159	96	57	153
"AR"	2000	"Stone County"	"HARRIS"	1	154	219	388	210	175	385
"AR"	2000	"Stone County"	"JONES"	1	22	13	35	25	7	32
"AR"	2000	"Stone County"	"LIBERTY"	1	33	45	82	51	30	81
"AR"	2000	"Stone County"	"LOCUST GROVE"	1	25	45	73	38	32	70
"AR"	2000	"Stone County"	"OPTIMUS"	1	36	23	64	41	23	64
"AR"	2000	"Stone County"	"MARCELLA"	1	38	34	72	51	25	76
"AR"	2000	"Stone County"	"NORTHWEST"	1	40	36	76	58	21	79
"AR"	2000	"Stone County"	"RED RIVER"	1	18	22	43	22	21	43
"AR"	2000	"Stone County"	"RED STRIPE"	1	43	59	108	66	43	109
"AR"	2000	"Stone County"	"RICHWOODS"	1	76	103	181	94	88	183
"AR"	2000	"Stone County"	"ROASTING EAR"	1	14	19	33	23	11	34
"AR"	2000	"Stone County"	"SMARTT"	1	5	45	51	14	32	46
"AR"	2000	"Stone County"	"SYLAMORE"	1	116	120	243	149	87	236
"AR"	2000	"Stone County"	"TIMBO"	1	64	92	165	93	64	157
"AR"	2000	"Stone County"	"TURKEY CREEK"	1	56	79	142	82	61	145
"AR"	2000	"Stone County"	"UNION"	1	93	128	233	112	106	218
"AR"	2000	"Stone County"	"WASHINGTON"	1	17	62	81	39	41	80
"AR"	2000	"Stone County"	"WILSON"	1	14	31	50	23	27	50
"AR"	2000	"Stone County"	"FEDERAL"	1	2	1	3	0	0	0
"AR"	2000	"Union County"	"Early"	4	1420	2171	3634	1315	2247	3562
"AR"	2000	"Union County"	"Absentee"	4	314	289	608	259	309	568
"AR"	2000	"Union County"	"1 Mt. Holly"	4	92	96	202	79	110	189
"AR"	2000	"Union County"	"2 Three Creeks"	4	50	132	194	55	137	192
"AR"	2000	"Union County"	"3 Precinct #1 Ward #1"	4	90	17	113	76	36	112
"AR"	2000	"Union County"	"4 Precinct #1 Ward #2"	4	167	137	327	147	165	312
"AR"	2000	"Union County"	"5 Precinct #1 Ward 3"	4	192	189	408	163	222	385
"AR"	2000	"Union County"	"6 Precinct #2 Ward #1"	4	125	45	182	96	76	172
"AR"	2000	"Union County"	"7 Precinct #2 Ward #2"	4	192	447	662	203	444	647
"AR"	2000	"Union County"	"9 Precinct #3 Ward #1"	4	153	7	168	126	28	154
"AR"	2000	"Union County"	"10 Precinct #3 Ward #2"	4	275	151	448	231	190	421
"AR"	2000	"Union County"	"11 Precinct #4 Ward #1"	4	66	33	107	55	39	94
"AR"	2000	"Union County"	"12 Precinct #4 Ward #2"	4	66	130	207	69	134	203
"AR"	2000	"Union County"	"13 Precinct #4 Ward #3"	4	195	362	592	191	378	569
"AR"	2000	"Union County"	"14 Precinct #4 Ward #4"	4	124	173	317	106	203	309
"AR"	2000	"Union County"	"15 Country Box #1"	4	76	132	230	86	144	230
"AR"	2000	"Union County"	"16 Country Box #2"	4	53	148	223	49	172	221
"AR"	2000	"Union County"	"17 Country Box #3"	4	162	533	723	152	548	700
"AR"	2000	"Union County"	"18 Country Box #4"	4	175	452	661	169	471	640
"AR"	2000	"Union County"	"19 Calion - City"	4	95	83	198	79	100	179
"AR"	2000	"Union County"	"20 Calion - Country"	4	36	81	122	39	74	113
"AR"	2000	"Union County"	"21 Union"	4	105	255	389	95	281	376
"AR"	2000	"Union County"	"22 Woolleys Store"	4	54	96	166	61	89	150
"AR"	2000	"Union County"	"23 New Union"	4	31	44	79	31	44	75
"AR"	2000	"Union County"	"24 New London"	4	83	83	175	81	83	164
"AR"	2000	"Union County"	"25 Junction City - City"	4	93	90	199	79	105	184
"AR"	2000	"Union County"	"26 Junction City - Country"	4	10	62	79	9	63	72
"AR"	2000	"Union County"	"27 Caledonia"	4	65	180	256	65	182	247
"AR"	2000	"Union County"	"28 Urbana"	4	14	33	52	13	36	49
"AR"	2000	"Union County"	"29 Hibanks"	4	53	140	204	60	138	198
"AR"	2000	"Union County"	"30 Aurelle #1"	4	28	8	39	21	11	32
"AR"	2000	"Union County"	"31 Huttig - City"	4	159	93	268	132	128	260
"AR"	2000	"Union County"	"32 Huttig - Country"	4	46	44	95	35	52	87
"AR"	2000	"Union County"	"33 Strong - City"	4	174	57	246	166	72	238
"AR"	2000	"Union County"	"34 Strong - Country"	4	172	100	290	156	110	266
"AR"	2000	"Union County"	"35 Felsenthal"	4	28	19	50	31	16	47
"AR"	2000	"Union County"	"36 Norphlet - City"	4	104	197	319	122	185	307
"AR"	2000	"Union County"	"37 Norphlet - Country"	4	108	181	307	114	187	301
"AR"	2000	"Union County"	"38 Smackover - Ward #1"	4	124	168	315	120	178	298
"AR"	2000	"Union County"	"39 Smackover - Ward #2"	4	73	127	216	79	131	210
"AR"	2000	"Union County"	"40 Smackover - Ward #3"	4	95	30	135	77	49	126
"AR"	2000	"Union County"	"41 Smackover - Country Box"	4	78	58	144	64	73	137
"AR"	2000	"Union County"	"42 New Hope"	4	44	45	96	54	42	96
"AR"	2000	"Union County"	"43 Lisbon"	4	43	124	172	40	126	166
"AR"	2000	"Union County"	"44 Wesson"	4	52	86	140	48	85	133
"AR"	2000	"Union County"	"45 Lawson"	4	24	72	100	22	74	96
"AR"	2000	"Union County"	"46 Country Box #5"	4	19	67	88	22	62	84
"AR"	2000	"Union County"	"47 Precinct #1 Ward #4"	4	38	162	206	37	162	199
"AR"	2000	"Union County"	"48 Precinct #1 Ward #5"	4	28	30	58	20	36	56
"AR"	2000	"Union County"	"49 Country Box #6"	4	26	88	118	34	83	117
"AR"	2000	"Union County"	"50 Country Box #7"	4	15	27	42	10	27	37
"AR"	2000	"Union County"	"51 Mt. Zion"	4	67	3	70	64	3	67
"AR"	2000	"Union County"	"52 Sandy Bend"	4	44	65	117	42	73	115
"AR"	2000	"Union County"	"53 Aurelle #2"	4	46	5	53	36	10	46
"AR"	2000	"Van Buren County"	"Early"	2	241	296	565	328	236	564
"AR"	2000	"Van Buren County"	"Absentee"	2	170	120	298	187	110	297
"AR"	2000	"Van Buren County"	"01 Archey Valley"	2	34	36	73	45	27	72
"AR"	2000	"Van Buren County"	"02 Barnett"	2	82	161	255	132	125	257
"AR"	2000	"Van Buren County"	"03 Bradley"	2	156	236	411	238	286	524
"AR"	2000	"Van Buren County"	"04 Cadron"	2	24	27	53	29	23	52
"AR"	2000	"Van Buren County"	"05 Cargile"	2	73	64	140	93	43	136
"AR"	2000	"Van Buren County"	"06 Choctaw"	2	197	135	352	263	185	448
"AR"	2000	"Van Buren County"	"07 South Griggs"	2	311	309	640	370	251	621
"AR"	2000	"Van Buren County"	"08 Craig"	2	124	121	261	168	89	257
"AR"	2000	"Van Buren County"	"09 Culpepper"	2	30	57	89	46	45	91
"AR"	2000	"Van Buren County"	"10 Davis"	2	150	119	277	181	95	276
"AR"	2000	"Van Buren County"	"11 Formosa"	2	45	53	103	57	49	106
"AR"	2000	"Van Buren County"	"12 North Griggs"	2	333	351	719	419	305	724
"AR"	2000	"Van Buren County"	"14 Holley Mountain"	2	16	26	45	37	17	54
"AR"	2000	"Van Buren County"	"15 Indian Rock"	2	464	563	1057	481	573	1054
"AR"	2000	"Van Buren County"	"16 Liberty"	2	28	39	71	43	30	73
"AR"	2000	"Van Buren County"	"17 Linn Creek"	2	72	75	154	102	51	153
"AR"	2000	"Van Buren County"	"18 Mountain"	2	31	85	126	64	59	123
"AR"	2000	"Van Buren County"	"19 Red River"	2	167	134	311	199	110	309
"AR"	2000	"Van Buren County"	"20 Union"	2	262	278	566	347	220	567
"AR"	2000	"Van Buren County"	"21 Washington"	2	113	116	248	153	92	245
"AR"	2000	"Van Buren County"	"22 Wheeler"	2	79	84	170	110	52	162
"AR"	2000	"Washington County"	"Early"	3	50	77	136			
"AR"	2000	"Washington County"	"Absentee"	3	602	660	1308			
"AR"	2000	"Washington County"	"Boston"	3	45	90	139			
"AR"	2000	"Washington County"	"Boston-S"	3	1	2	3			
"AR"	2000	"Washington County"	"Brush Creek"	3	249	401	676			
"AR"	2000	"Washington County"	"Cane Hill"	3	137	249	398			
"AR"	2000	"Washington County"	"Center North"	3	281	453	753			
"AR"	2000	"Washington County"	"Center North - S&H"	3	42	89	134			
"AR"	2000	"Washington County"	"Center South"	3	104	175	283			
"AR"	2000	"Washington County"	"Center South - H"	3	8	17	29			
"AR"	2000	"Washington County"	"Cove Creek"	3	103	105	213			
"AR"	2000	"Washington County"	"Cove Creek - S"	3	13	21	35			
"AR"	2000	"Washington County"	"Crawford"	3	81	125	214			
"AR"	2000	"Washington County"	"Crawford - S"	3	11	19	31			
"AR"	2000	"Washington County"	"Durham"	3	71	140	217			
"AR"	2000	"Washington County"	"Durham - H"	3	13	31	45			
"AR"	2000	"Washington County"	"Dutch Mills"	3	25	48	79			
"AR"	2000	"Washington County"	"Dutch Mills - S"	3	5	15	20			
"AR"	2000	"Washington County"	"Elkins"	3	174	298	490			
"AR"	2000	"Washington County"	"Elm Springs Township"	3	57	142	210			
"AR"	2000	"Washington County"	"Elm Springs City"	3	110	298	417			
"AR"	2000	"Washington County"	"Farmington"	3	501	674	1217			
"AR"	2000	"Washington County"	"Fayetteville P-01"	3	296	275	605			
"AR"	2000	"Washington County"	"Fayetteville P-02"	3	407	244	686			
"AR"	2000	"Washington County"	"Fayetteville P-03"	3	607	433	1108			
"AR"	2000	"Washington County"	"Fayetteville P-04"	3	473	285	854			
"AR"	2000	"Washington County"	"Fayetteville P-05"	3	653	258	979			
"AR"	2000	"Washington County"	"Fayetteville P-06"	3	894	930	1857			
"AR"	2000	"Washington County"	"Fayetteville P-07"	3	564	551	1151			
"AR"	2000	"Washington County"	"Fayetteville P-08"	3	369	240	647			
"AR"	2000	"Washington County"	"Fayetteville P-09"	3	321	159	514			
"AR"	2000	"Washington County"	"Fayetteville P-10"	3	393	282	715			
"AR"	2000	"Washington County"	"Fayetteville P-11"	3	81	90	179			
"AR"	2000	"Washington County"	"Fayetteville P-12"	3	461	700	1195			
"AR"	2000	"Washington County"	"Fayetteville P-13"	3	488	365	914			
"AR"	2000	"Washington County"	"Fayetteville P-14"	3	127	83	216			
"AR"	2000	"Washington County"	"Fayetteville P-15"	3	4	2	7			
"AR"	2000	"Washington County"	"Fayetteville P-16"	3	22	26	48			
"AR"	2000	"Washington County"	"Fayetteville P-17"	3	517	511	1063			
"AR"	2000	"Washington County"	"Fayetteville P-18"	3	519	283	845			
"AR"	2000	"Washington County"	"Fayetteville P-19"	3	336	364	713			
"AR"	2000	"Washington County"	"Fayetteville P-20"	3	216	131	364			
"AR"	2000	"Washington County"	"Fayetteville P-21"	3	61	72	136			
"AR"	2000	"Washington County"	"Fayetteville P-22"	3	383	377	797			
"AR"	2000	"Washington County"	"Fayetteville P-23"	3	435	505	962			
"AR"	2000	"Washington County"	"Fayetteville P-24"	3	215	98	355			
"AR"	2000	"Washington County"	"Fayetteville P-25"	3	334	103	462			
"AR"	2000	"Washington County"	"Fayetteville P-26"	3	55	71	132			
"AR"	2000	"Washington County"	"Fayetteville P-27"	3	16	15	32			
"AR"	2000	"Washington County"	"Fayetteville P-28"	3	304	609	936			
"AR"	2000	"Washington County"	"Fayetteville P-29"	3	61	153	217			
"AR"	2000	"Washington County"	"Fayetteville P-30"	3	20	22	42			
"AR"	2000	"Washington County"	"Fayetteville P-31"	3	110	145	264			
"AR"	2000	"Washington County"	"Fayetteville P-32"	3	25	48	73			
"AR"	2000	"Washington County"	"Fayetteville P-33"	3	40	78	119			
"AR"	2000	"Washington County"	"Goshen Township - H"	3	26	59	89			
"AR"	2000	"Washington County"	"Goshen Township - S"	3	0	2	2			
"AR"	2000	"Washington County"	"Goshen City"	3	110	213	333			
"AR"	2000	"Washington County"	"Goshen Township"	3	69	89	169			
"AR"	2000	"Washington County"	"Greenland city"	3	145	202	358			
"AR"	2000	"Washington County"	"Greenland Township"	3	163	257	434			
"AR"	2000	"Washington County"	"Harmon"	3	139	374	522			
"AR"	2000	"Washington County"	"Illinois"	3	56	126	191			
"AR"	2000	"Washington County"	"Illinois - S"	3	6	13	19			
"AR"	2000	"Washington County"	"Johnson Township"	3	95	152	248			
"AR"	2000	"Washington County"	"Johnson City"	3	206	499	718			
"AR"	2000	"Washington County"	"Lees Creek"	3	90	65	166			
"AR"	2000	"Washington County"	"Lincoln"	3	293	305	617			
"AR"	2000	"Washington County"	"Litteral"	3	218	311	552			
"AR"	2000	"Washington County"	"Marrs Hill"	3	112	200	318			
"AR"	2000	"Washington County"	"Marrs Hill - S&H"	3	8	8	16			
"AR"	2000	"Washington County"	"Morrow"	3	20	87	107			
"AR"	2000	"Washington County"	"Morrow - S"	3	19	33	53			
"AR"	2000	"Washington County"	"Prairie Township 1"	3	375	656	1077			
"AR"	2000	"Washington County"	"Prairie Township 2"	3	142	172	324			
"AR"	2000	"Washington County"	"Prairie Township 3"	3	12	6	20			
"AR"	2000	"Washington County"	"Prairie Township 4"	3	51	37	93			
"AR"	2000	"Washington County"	"Prairie Grove City"	3	381	489	919			
"AR"	2000	"Washington County"	"Prairie Grove Township"	3	164	242	416			
"AR"	2000	"Washington County"	"Prairie Grove TWP - S&H"	3	2	4	6			
"AR"	2000	"Washington County"	"Price"	3	40	67	112			
"AR"	2000	"Washington County"	"Price - H"	3	5	17	25			
"AR"	2000	"Washington County"	"Reed"	3	54	93	155			
"AR"	2000	"Washington County"	"Reed - H"	3	1	3	4			
"AR"	2000	"Washington County"	"Rheas Mill"	3	43	110	156			
"AR"	2000	"Washington County"	"Richland"	3	130	172	312			
"AR"	2000	"Washington County"	"Springdale P-01"	3	106	203	319			
"AR"	2000	"Washington County"	"Springdale P-02"	3	494	856	1385			
"AR"	2000	"Washington County"	"Springdale P-03"	3	372	863	1260			
"AR"	2000	"Washington County"	"Springdale P-04"	3	304	667	989			
"AR"	2000	"Washington County"	"Springdale P-05"	3	598	992	1615			
"AR"	2000	"Washington County"	"Springdale P-06"	3	249	448	720			
"AR"	2000	"Washington County"	"Springdale P-07"	3	715	1535	2292			
"AR"	2000	"Washington County"	"Springdale P-09"	3	127	244	375			
"AR"	2000	"Washington County"	"Springdale P-10"	3	319	695	1026			
"AR"	2000	"Washington County"	"Springdale P-11"	3	94	156	254			
"AR"	2000	"Washington County"	"Springdale P-12"	3	263	622	905			
"AR"	2000	"Washington County"	"Springdale P-13"	3	45	130	178			
"AR"	2000	"Washington County"	"Springdale P-14"	3	60	106	166			
"AR"	2000	"Washington County"	"Springdale P-15"	3	5	7	12			
"AR"	2000	"Washington County"	"Springdale P-03-H"	3	16	19	36			
"AR"	2000	"Washington County"	"Springdale P-11-H"	3	6	7	13			
"AR"	2000	"Washington County"	"Springdale Township 1"	3	342	570	932			
"AR"	2000	"Washington County"	"Starr Hill"	3	123	195	328			
"AR"	2000	"Washington County"	"Starr Hill - H"	3	15	15	30			
"AR"	2000	"Washington County"	"Tontitown City"	3	129	167	304			
"AR"	2000	"Washington County"	"Tontitown Township"	3	29	64	97			
"AR"	2000	"Washington County"	"Valley"	3	182	231	436			
"AR"	2000	"Washington County"	"Valley - S"	3	0	1	1			
"AR"	2000	"Washington County"	"Vineyard"	3	44	66	114			
"AR"	2000	"Washington County"	"Wedington"	3	37	78	120			
"AR"	2000	"Washington County"	"West Fork City"	3	318	410	754			
"AR"	2000	"Washington County"	"West Fork Township"	3	207	207	437			
"AR"	2000	"Washington County"	"Wheeler"	3	159	308	480			
"AR"	2000	"Washington County"	"White River"	3	101	159	273			
"AR"	2000	"Washington County"	"White River - H"	3	1	5	6			
"AR"	2000	"Washington County"	"Winslow Township"	3	80	204	302			
"AR"	2000	"Washington County"	"Winslow TWP - S"	3	2	12	14			
"AR"	2000	"Washington County"	"Winslow City"	3	109	153	269			
"AR"	2000	"Washington County"	"Wyman"	3	86	107	198			
"AR"	2000	"Washington County"	"Wyman - S"	3	4	13	17			
"AR"	2000	"Washington County"	"Overseas Absentees"	3	19	16	37			
"AR"	2000	"White County"	"152 Early"	2	806	1670	2504	830	1202	2032
"AR"	2000	"White County"	"01 Absentee"	2	250	281	544	248	195	443
"AR"	2000	"White County"	"02  Albion"	2	41	53	96	44	41	85
"AR"	2000	"White County"	"03 Antioch"	2	96	129	233	94	89	183
"AR"	2000	"White County"	"05 Bald Knob Ward 1"	2	147	111	264	132	70	202
"AR"	2000	"White County"	"06 Bald Knob Ward 2"	2	155	88	253	152	48	200
"AR"	2000	"White County"	"07 Bald Knob Ward 3"	2	115	140	262	125	88	213
"AR"	2000	"White County"	"04 Bald Knob township"	2	134	156	300	146	87	233
"AR"	2000	"White County"	"08 Beebe Ward 1"	2	181	204	402	185	133	318
"AR"	2000	"White County"	"09 Beebe Ward 2"	2	246	249	510	242	149	391
"AR"	2000	"White County"	"10 Beebe Ward 3"	2	190	245	453	197	158	355
"AR"	2000	"White County"	"11 Big Creek township"	2	95	116	220	114	96	210
"AR"	2000	"White County"	"12 Bradford City"	2	127	112	246	113	71	184
"AR"	2000	"White County"	"15 Cadron"	2	20	59	86	29	50	79
"AR"	2000	"White County"	"16 Cane"	2	96	201	307	120	111	231
"AR"	2000	"White County"	"17 Chrisp"	2	109	204	324	109	131	240
"AR"	2000	"White County"	"18 Clay"	2	81	101	187	106	71	177
"AR"	2000	"White County"	"19 Cleveland"	2	11	18	32	15	10	25
"AR"	2000	"White County"	"20 Coffey"	2	100	173	282	119	121	240
"AR"	2000	"White County"	"21 Coldwell"	2	54	48	106	55	28	83
"AR"	2000	"White County"	"22 Crosby"	2	47	87	135	64	53	117
"AR"	2000	"White County"	"23 Cypert"	2	42	41	88	35	37	72
"AR"	2000	"White County"	"24 Denmark"	2	61	60	124	55	35	90
"AR"	2000	"White County"	"25 Des Arc"	2	74	185	266	92	134	226
"AR"	2000	"White County"	"26 Dogwood TWP"	2	31	63	97	34	41	75
"AR"	2000	"White County"	"27 El Paso"	2	106	132	247	110	96	206
"AR"	2000	"White County"	"28 Francure"	2	12	15	29	14	10	24
"AR"	2000	"White County"	"30 Garner TWP"	2	18	33	56	29	29	58
"AR"	2000	"White County"	"29 Garner City"	2	27	45	80	26	18	44
"AR"	2000	"White County"	"31 Gravel Hill"	2	33	57	92	43	44	87
"AR"	2000	"White County"	"32 Gray A"	2	115	204	334	131	144	275
"AR"	2000	"White County"	"33 Gray B"	2	262	621	906	307	420	727
"AR"	2000	"White County"	"34 Griffithville City Dogwood"	2	30	54	87	37	29	66
"AR"	2000	"White County"	"35 Gum Springs"	2	140	379	529	184	251	435
"AR"	2000	"White County"	"36 Guthrie"	2	110	171	291	133	102	235
